authors	date	title	journal	type	volume	issue	pages	doi	id	attachment	attachmentId	corpusId	alternativeDoi	alternativeDoiUrl	zenodoResponseCorpusId
Bickham | McBee | Schlitter	1986-11-26	Chromosomal Variation among Seven Species of Myotis (Chiroptera: Vespertilionidae)	Journal of Mammalogy	journalArticle	67	4	746-750	10.2307/1381139	https://www.zotero.org/groups/bat_literature_project/items/SVVF338C	https://api.zotero.org/groups/5435545/items/24GM9QE6	hash://md5/91d10b7dcf9d52aa48bef85e35845aba	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13475485	https://doi.org/10.5281/zenodo.13475485	hash://md5/227956d1913ee55e460af32b7a18de13
Rubio | Varzinczak | Bernardi | Passos | Miranda	2014	Bats from two sites of the Paraná State coastal area, southern Brazil	Chiroptera Neotropical	journalArticle	20	1	1255-1263		https://www.zotero.org/groups/bat_literature_project/items/R6RR5H34	https://api.zotero.org/groups/5435545/items/24HP8XEF	hash://md5/f3c24e52e4f33902857d1c600f6c89f6	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.18036220	https://doi.org/10.5281/zenodo.18036220	hash://md5/227956d1913ee55e460af32b7a18de13
Musser | Koopman | Califia	1982	The Sulawesian Pteropus arquatus and P. argentatus are Acerodon celebensis; the Philippine P. leucotis is an Acerodon	Journal of Mammalogy	journalArticle	63	2	319-328		https://www.zotero.org/groups/bat_literature_project/items/RT3M2M4H	https://api.zotero.org/groups/5435545/items/24IAAHVM	hash://md5/cfaf3479272247bab1eb4f664eeea839	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.18021925	https://doi.org/10.5281/zenodo.18021925	hash://md5/227956d1913ee55e460af32b7a18de13
Musser | Koopman | Califia	1982	The Sulawesian Pteropus arquatus and P. argentatus are Acerodon celebensis; the Philippine P. leucotis is an Acerodon	Journal of Mammalogy	journalArticle	63	2	319-328		https://www.zotero.org/groups/bat_literature_project/items/RT3M2M4H	https://api.zotero.org/groups/5435545/items/24IAAHVM	hash://md5/cfaf3479272247bab1eb4f664eeea839	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13418452	https://doi.org/10.5281/zenodo.13418452	hash://md5/227956d1913ee55e460af32b7a18de13
Linden | Grass | Joubert | Tscharntke | Weier | Taylor | Struebig	08/2019	Ecosystem services and disservices by birds, bats and monkeys change with macadamia landscape heterogeneity	Journal of Applied Ecology	journalArticle	56	8	2069-2078	10.1111/1365-2664.13424	https://www.zotero.org/groups/bat_literature_project/items/Q9NTA64Q	https://api.zotero.org/groups/5435545/items/24IAUMSL	hash://md5/74b67009ad5ed9d831ece290d5f04889	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13450953	https://doi.org/10.5281/zenodo.13450953	hash://md5/227956d1913ee55e460af32b7a18de13
Phillips | Anderson | Schapire	1/2006	Maximum entropy modeling of species geographic distributions	Ecological Modelling	journalArticle	190	3-4	231-259	10.1016/j.ecolmodel.2005.03.026	https://www.zotero.org/groups/bat_literature_project/items/NJSN6DGJ	https://api.zotero.org/groups/5435545/items/24JEKZFI	hash://md5/9d7577a97bdf3653bd17c864cc63bd47	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13436107	https://doi.org/10.5281/zenodo.13436107	hash://md5/227956d1913ee55e460af32b7a18de13
Mariana | Zuraidawati | Ho | Kulaimi | Saleh | Shukor	2008	TICKS (IXODIDAE) AND OTHER ECTOPARASITES IN ULU MUDA FOREST RESERVE, KEDAH, MALAYSIA	SOUTHEAST ASIAN J TROP MED PUBLIC HEALTH	journalArticle	39	3			https://www.zotero.org/groups/bat_literature_project/items/PVXXNFQ3	https://api.zotero.org/groups/5435545/items/24MZQGE2	hash://md5/dbecddb93d0e2e95d839d556b38358e1	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13512446	https://doi.org/10.5281/zenodo.13512446	hash://md5/227956d1913ee55e460af32b7a18de13
Bichuette | Gimenez | Arnone | Trajano	2018-12-12	An important site for conservation of bats in Brazil: Passa Três cave, São Domingos karst area, with an updated checklist for Distrito Federal (DF) and Goiás state	Subterranean Biology	journalArticle	28		39-51	10.3897/subtbiol.28.31801	https://www.zotero.org/groups/bat_literature_project/items/LR28REWC	https://api.zotero.org/groups/5435545/items/24N5HEMU	hash://md5/f72e0b96720ce66c2d94bfa1c04d3101	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13489051	https://doi.org/10.5281/zenodo.13489051	hash://md5/227956d1913ee55e460af32b7a18de13
Heckley | Becker	02/2023	Tropical bat ectoparasitism in continuous versus fragmented forests: A gap analysis and preliminary meta‐analysis	Ecology and Evolution	journalArticle	13	2	e9784	10.1002/ece3.9784	https://www.zotero.org/groups/bat_literature_project/items/7D96G4XY	https://api.zotero.org/groups/5435545/items/24NEDDHH	hash://md5/a185be33b8f9fe2938b77e5f1e896f7e	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13456769	https://doi.org/10.5281/zenodo.13456769	hash://md5/227956d1913ee55e460af32b7a18de13
Encarnação	5/2012	Spatiotemporal pattern of local sexual segregation in a tree-dwelling temperate bat Myotis daubentonii	Journal of Ethology	journalArticle	30	2	271-278	10.1007/s10164-011-0323-8	https://www.zotero.org/groups/bat_literature_project/items/M3A2ABP5	https://api.zotero.org/groups/5435545/items/24NULURV	hash://md5/7b961d9e1d290856b826efd80e0c52a2	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13474549	https://doi.org/10.5281/zenodo.13474549	hash://md5/227956d1913ee55e460af32b7a18de13
Arlettaz | Beck	1994	Où se situe la limite nord de répartition géographique de Myotis blythii (Chiroptera: Vespertilionidae) en Europe centrale?	Z. Saugetierkunde	journalArticle	59		181-188		https://www.zotero.org/groups/bat_literature_project/items/Y7SZ6LN6	https://api.zotero.org/groups/5435545/items/24SFJAY5	hash://md5/59b469bc5cd194b1913c3f8fe72bd2cc	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13492460	https://doi.org/10.5281/zenodo.13492460	hash://md5/227956d1913ee55e460af32b7a18de13
Hu | Lam | Todorovic | Dietterich | OLeary | Cirranello | Simmons | Velazco	12/2013	Zero-Shot Learning and Detection of Teeth in Images of Bat Skulls		conferencePaper			203-209	10.1109/ICCVW.2013.34	https://www.zotero.org/groups/bat_literature_project/items/27YUQE9Q	https://api.zotero.org/groups/5435545/items/24UFQVSG	hash://md5/fafe9e2d85685d82d3878b5429e81113	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13520667	https://doi.org/10.5281/zenodo.13520667	hash://md5/227956d1913ee55e460af32b7a18de13
Hoppe | Simões | Pimenta | Moreira | Marinho | Ditchfield	07/2014	First occurrence of Nyctinomops macrotis (Gray, 1839) (Chiroptera: Molossidae) in Espírito Santo, southeastern Brazil	Check List	journalArticle	10	2	411-413	10.15560/10.2.411	https://www.zotero.org/groups/bat_literature_project/items/GRENSV6S	https://api.zotero.org/groups/5435545/items/24V667ZB	hash://md5/59ecd53267902ffbf3ab82ed77b02628	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13452801	https://doi.org/10.5281/zenodo.13452801	hash://md5/227956d1913ee55e460af32b7a18de13
Lina | 	2016	Common names of european bats		book					https://www.zotero.org/groups/bat_literature_project/items/H9HKWSST	https://api.zotero.org/groups/5435545/items/24WBR7V6	hash://md5/aa5330c662fa53a019c76f1f7ade2667	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13445411	https://doi.org/10.5281/zenodo.13445411	hash://md5/227956d1913ee55e460af32b7a18de13
Zhou | Li | Liu | Chiu | Zhao | Wang | Wei | Lee | Zhang | Chu | Cai | Yip | Chan | Wong | Tsang | Chan | Chan | To | Chen | Yuen	2020-07	Infection of bat and human intestinal organoids by SARS-CoV-2	Nature Medicine	journalArticle	26	7	1077-1083	10.1038/s41591-020-0912-6	https://www.zotero.org/groups/bat_literature_project/items/64QZGFE2	https://api.zotero.org/groups/5435545/items/24XLLW8K	hash://md5/1e7ef2c8d1a088aff2ecc491df255f1a	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13535078	https://doi.org/10.5281/zenodo.13535078	hash://md5/227956d1913ee55e460af32b7a18de13
Khatri-Chhetri | Wang | Chen | Shih | Liao | Sun | Khatri-Chhetri | Wu | Pei	2016-10	Surveillance of ticks and associated pathogens in free-ranging Formosan pangolins (Manis pentadactyla pentadactyla)	Ticks and Tick-Borne Diseases	journalArticle	7	6	1238-1244	10.1016/j.ttbdis.2016.07.007	https://www.zotero.org/groups/bat_literature_project/items/DYT7R32Z	https://api.zotero.org/groups/5435545/items/24YIM2QX	hash://md5/b10c2e51258f2a30220b5f12b55a5778	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13527189	https://doi.org/10.5281/zenodo.13527189	hash://md5/227956d1913ee55e460af32b7a18de13
Ayala-Berdon | Medina-Bello	2023-10-02	Torpor energetics are related to the interaction between body mass and climate in bats of the family Vespertilionidae		preprint				10.1101/2023.09.30.560312	https://www.zotero.org/groups/bat_literature_project/items/MU9JPDCX	https://api.zotero.org/groups/5435545/items/253F3HBL	hash://md5/eac0597808d7f294d45b7d81831e4c9f	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13532439	https://doi.org/10.5281/zenodo.13532439	hash://md5/227956d1913ee55e460af32b7a18de13
Srinivasulu | Srinivasulu | Srinivasulu | Gopi | Dar | Bates | Rossiter | Jones	12/2017	Recent Surveys of Bats from the Andaman Islands, India: Diversity, Distribution, and Echolocation characteristics	Acta Chiropterologica	journalArticle	19	2	419-437	10.3161/15081109ACC2017.19.2.018	https://www.zotero.org/groups/bat_literature_project/items/DNWM2ZGB	https://api.zotero.org/groups/5435545/items/258B4526	hash://md5/9aa664f85b26649273b65ea151ec1cc8	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13419639	https://doi.org/10.5281/zenodo.13419639	hash://md5/227956d1913ee55e460af32b7a18de13
Galetti | Keuroghlian | Hanada | Morato	12/2001	Frugivory and Seed Dispersal by the Lowland Tapir (Tapirus terrestris) in Southeast Brazi	Biotropica	journalArticle	33	4	723-726	10.1111/j.1744-7429.2001.tb00232.x	https://www.zotero.org/groups/bat_literature_project/items/R2Q6VISK	https://api.zotero.org/groups/5435545/items/259CGXKT	hash://md5/23b9add9b0c45a382de412bc1b99f09f	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13412894	https://doi.org/10.5281/zenodo.13412894	hash://md5/227956d1913ee55e460af32b7a18de13
Vivas-Toro | Ortega | Baeza	11/2021	The complete mitochondrial genome of the Honduran white bat Ectophylla alba (Allen 1982) (Chiroptera: Phyllostomidae)	Gene	journalArticle	802		145868	10.1016/j.gene.2021.145868	https://www.zotero.org/groups/bat_literature_project/items/HZIAZFCH	https://api.zotero.org/groups/5435545/items/25AGM777	hash://md5/9e2a695ee1cd898fe45407e775e2ae95	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.14817044	https://doi.org/10.5281/zenodo.14817044	hash://md5/227956d1913ee55e460af32b7a18de13
Luo | Moss	2017-10-10	Echolocating bats rely on audiovocal feedback to adapt sonar signal design	Proceedings of the National Academy of Sciences	journalArticle	114	41	10978-10983	10.1073/pnas.1711892114	https://www.zotero.org/groups/bat_literature_project/items/ZKIZX72K	https://api.zotero.org/groups/5435545/items/25B6HNXZ	hash://md5/a5027b9f17e942d8d8dc72a5e0075f3a	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13447979	https://doi.org/10.5281/zenodo.13447979	hash://md5/227956d1913ee55e460af32b7a18de13
Piksa	1998	The chiropterofauna of the Polish Tatra Mts.	Vespertilio	journalArticle	3		93-100		https://www.zotero.org/groups/bat_literature_project/items/AMC88JCL	https://api.zotero.org/groups/5435545/items/25BT6NWN	hash://md5/fc2ac21ae4fb05537e3c2caeb11a0105	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13499682	https://doi.org/10.5281/zenodo.13499682	hash://md5/227956d1913ee55e460af32b7a18de13
Da Silva | Almeida | Silva | Oprea | Mendes | Brito | Bernardi Vieira	12/2021	Temporal changes in the potential geographic distribution of Histiotus velatus (Chiroptera, Vespertilionidae), the “decade effect”	Ecology and Evolution	journalArticle	11	23	16972-16980	10.1002/ece3.8333	https://www.zotero.org/groups/bat_literature_project/items/T55BIVRN	https://api.zotero.org/groups/5435545/items/25C2BLJC	hash://md5/2c7646ea3ae6f88e347c7d8dcc8bd748	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13468880	https://doi.org/10.5281/zenodo.13468880	hash://md5/227956d1913ee55e460af32b7a18de13
Delgado-Sarmiento | Herrera-Sepúlveda | Pavía | Pérez-Torres | Cuervo	04/2016	Trypanosoma cruzi infection in the heart of Colombian wild bats	International Journal of Infectious Diseases	journalArticle	45		356-357	10.1016/j.ijid.2016.02.768	https://www.zotero.org/groups/bat_literature_project/items/LKR8LBJU	https://api.zotero.org/groups/5435545/items/25F8WZ6S	hash://md5/6123b9ba9091fe03a0a50d489a17a184	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13472949	https://doi.org/10.5281/zenodo.13472949	hash://md5/227956d1913ee55e460af32b7a18de13
Ribeiro | Bigai | Faria | Costa	2021-12-31	Mamíferos do Museu de Zoologia Newton Baião de Azevedo da Universidade do Estado de Minas Gerais – Unidade Carangola: representatividade e uso público	Brazilian Journal of Mammalogy	journalArticle		e90	e90202117	10.32673/bjm.vie90.17	https://www.zotero.org/groups/bat_literature_project/items/B2VFCGYZ	https://api.zotero.org/groups/5435545/items/25I5A22U	hash://md5/58740f22f6b82a3b5737a52d6fc8fdae	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13433266	https://doi.org/10.5281/zenodo.13433266	hash://md5/227956d1913ee55e460af32b7a18de13
Balmori | Quetglas	2000	Análisis de los Daños por Anillamiento en Murciélagos	BARBASTELLA	journalArticle	1				https://www.zotero.org/groups/bat_literature_project/items/4CPWYQJ4	https://api.zotero.org/groups/5435545/items/25JYB9QI	hash://md5/17103b3a32317ab3dcd7872d213e95b4	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.14821733	https://doi.org/10.5281/zenodo.14821733	hash://md5/227956d1913ee55e460af32b7a18de13
Rueegger	2019-01-28	Variation in Summer and Winter Microclimate in Multi-Chambered Bat Boxes in Eastern Australia: Potential Eco-Physiological Implications for Bats	Environments	journalArticle	6	2	13	10.3390/environments6020013	https://www.zotero.org/groups/bat_literature_project/items/LYZYXG45	https://api.zotero.org/groups/5435545/items/25JZAIFB	hash://md5/9af4ddd7d30445d2216b24ed3302433e	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13429424	https://doi.org/10.5281/zenodo.13429424	hash://md5/227956d1913ee55e460af32b7a18de13
Alviz | Pérez-Torres	2020-6-30	A difference between sexes: temporal variation in the diet of Carollia perspicillata (Chiroptera, Phyllostomidae) at the Macaregua cave, Santander (Colombia)	Animal Biodiversity and Conservation	journalArticle			27-35	10.32800/abc.2020.43.0027	https://www.zotero.org/groups/bat_literature_project/items/FEMH87RI	https://api.zotero.org/groups/5435545/items/25K3CNXT	hash://md5/2332c5e76b1c848190518afebf67fe47	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13460416	https://doi.org/10.5281/zenodo.13460416	hash://md5/227956d1913ee55e460af32b7a18de13
Brinkmann | Niermann	2007	Erste Untersuchungen zum Status und zur Lebensraumnutzung der Nymphenfledermaus (_Myotis alcathoe_) am südlichen Oberrhein (Baden-Württemberg)	Mitteilungen des Badischen Landesvereins für Naturkunde und Naturschutz	journalArticle	20	1	197-210		https://www.zotero.org/groups/bat_literature_project/items/RHK5X9RB	https://api.zotero.org/groups/5435545/items/25K6H8KP	hash://md5/4da594e70c476d4e3a746d1011210af3	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.18027612	https://doi.org/10.5281/zenodo.18027612	hash://md5/227956d1913ee55e460af32b7a18de13
Bumrungsri | Harbit | Benzie | Carmouche | Sridith | Racey	9/2008	The pollination ecology of two species of Parkia (Mimosaceae) in southern Thailand	Journal of Tropical Ecology	journalArticle	24	05	467-475	10.1017/S0266467408005191	https://www.zotero.org/groups/bat_literature_project/items/A3NME5DM	https://api.zotero.org/groups/5435545/items/25LA98I4	hash://md5/d8860a5563fd57723ac5a0bf2a27c2e0	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.14820672	https://doi.org/10.5281/zenodo.14820672	hash://md5/227956d1913ee55e460af32b7a18de13
Schmid | Schmid | Zillikens | Harter‐Marques | Steiner	01/2011	Bimodal pollination system of the bromeliad Aechmea nudicaulis involving hummingbirds and bees	Plant Biology	journalArticle	13	s1	41-50	10.1111/j.1438-8677.2010.00348.x	https://www.zotero.org/groups/bat_literature_project/items/5DTYK9JZ	https://api.zotero.org/groups/5435545/items/25NDPKK3	hash://md5/78e30c3cd32fcd64a3ba2e8dde9c92c3	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13410770	https://doi.org/10.5281/zenodo.13410770	hash://md5/227956d1913ee55e460af32b7a18de13
Esbérard | Biavatti | Carvalho | Costa | Godoy | Gomes | Luz | Pol | Silva | Tato | Graciolli	09/2014	Trichobius longipes (Diptera, Streblidae) as a parasite of Phyllostomus hastatus(Chiroptera, Phyllostomidae)	Revista Brasileira de Parasitologia Veterinária	journalArticle	23	3	315-319	10.1590/S1984-29612014066	https://www.zotero.org/groups/bat_literature_project/items/G6DVJ8WQ	https://api.zotero.org/groups/5435545/items/25RF2V73	hash://md5/05befc008e39929682b74a783f2e5e8d	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13486706	https://doi.org/10.5281/zenodo.13486706	hash://md5/227956d1913ee55e460af32b7a18de13
Emerson | Roark	04/2007	Composition of guano produced by frugivorous, sanguivorous, and insectivorous bats	Acta Chiropterologica	journalArticle	9	1	261-267	10.3161/1733-5329(2007)9[261:COGPBF]2.0.CO;2	https://www.zotero.org/groups/bat_literature_project/items/6HMEYYEI	https://api.zotero.org/groups/5435545/items/25USYI8S	hash://md5/65dd54ee042699a427a558fea6ebe39f	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13520473	https://doi.org/10.5281/zenodo.13520473	hash://md5/227956d1913ee55e460af32b7a18de13
Teixeira | Corrêa | Fischer	04/2009	Frugivory by Artibeus jamaicensis (Phyllostomidae) bats in the Pantanal, Brazil	Studies on Neotropical Fauna and Environment	journalArticle	44	1	7-15	10.1080/01650520802692283	https://www.zotero.org/groups/bat_literature_project/items/TP9RT65M	https://api.zotero.org/groups/5435545/items/25W2YA25	hash://md5/a27703104d0ecabde4473ae29eee6ff2	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13408173	https://doi.org/10.5281/zenodo.13408173	hash://md5/227956d1913ee55e460af32b7a18de13
Baigger | Perony | Reuter | Leinert | Melber | Grünberger | Fleischmann | Kerth	9/2013	Bechstein’s bats maintain individual social links despite a complete reorganisation of their colony structure	Naturwissenschaften	journalArticle	100	9	895-898	10.1007/s00114-013-1090-x	https://www.zotero.org/groups/bat_literature_project/items/NTAFEUCT	https://api.zotero.org/groups/5435545/items/25XB7I3C	hash://md5/7511c5b60852ebd3ec5ade8b6adb2566	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13482834	https://doi.org/10.5281/zenodo.13482834	hash://md5/227956d1913ee55e460af32b7a18de13
Harrison	1963	Report on a collection of bats (Microchiroptera) from N. W. Iran	Zeitschrift für Säugetierkunde	journalArticle	28		301-308		https://www.zotero.org/groups/bat_literature_project/items/PUZW3GHI	https://api.zotero.org/groups/5435545/items/25XDX6JJ	hash://md5/8d014b083b1add365a5635486d40bb39	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.18036737	https://doi.org/10.5281/zenodo.18036737	hash://md5/227956d1913ee55e460af32b7a18de13
Walker | Widen | Firth | Blasdell | Wood | Travassos da Rosa | Guzman | Tesh | Vasilakis	Nov 2015	Genomic Characterization of Yogue, Kasokero, Issyk-Kul, Keterah, Gossas, and Thiafora Viruses: Nairoviruses Naturally Infecting Bats, Shrews, and Ticks	Am J Trop Med Hyg	journalArticle	93	5	1041-51	10.4269/ajtmh.15-0344	https://www.zotero.org/groups/bat_literature_project/items/UL9U5U64	https://api.zotero.org/groups/5435545/items/264N58RD	hash://md5/645b74e954667b79677b788958905dc8	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13529842	https://doi.org/10.5281/zenodo.13529842	hash://md5/227956d1913ee55e460af32b7a18de13
Kobayashi | Masuda | Haga | Matsui | Fukui | Machimura	05/2021	Development of a species identification system of Japanese bats from echolocation calls using convolutional neural networks	Ecological Informatics	journalArticle	62		101253	10.1016/j.ecoinf.2021.101253	https://www.zotero.org/groups/bat_literature_project/items/TYK5ZE9D	https://api.zotero.org/groups/5435545/items/2662J9ZU	hash://md5/2fedc2928150cbc6f8a4e9eee0950cae	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13468255	https://doi.org/10.5281/zenodo.13468255	hash://md5/227956d1913ee55e460af32b7a18de13
Warner	1982	Warner_RM_1982.pdf	Mammalian Species	journalArticle		191	1-3		https://www.zotero.org/groups/bat_literature_project/items/98LGNS98	https://api.zotero.org/groups/5435545/items/269TKSA8	hash://md5/19572229d80857db6834fe25643be899	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13423750	https://doi.org/10.5281/zenodo.13423750	hash://md5/227956d1913ee55e460af32b7a18de13
Orozco-Lugo | Valenzuela-Galván | Vázquez | Rhodes | De León-Ibarra | Hernández | Copa-Alvaro | Agatón | De La Peña-Domene	12/2008	Velvety Fruit-Eating Bat (Enchistenes hartii; Phyllostomidae) in Morelos, Mexico	The Southwestern Naturalist	journalArticle	53	4	517-520	10.1894/CLG-02.1	https://www.zotero.org/groups/bat_literature_project/items/4AQJBLLA	https://api.zotero.org/groups/5435545/items/26CSCZ52	hash://md5/4c9bde9213cbce1367f4ed6e9e407279	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13438196	https://doi.org/10.5281/zenodo.13438196	hash://md5/227956d1913ee55e460af32b7a18de13
Kirk	05/1865	On a new species of Bat from Zambesia	Annals and Magazine of Natural History	journalArticle	15	89	436-436	10.1080/00222936508681836	https://www.zotero.org/groups/bat_literature_project/items/MW3K74XI	https://api.zotero.org/groups/5435545/items/26EC7JXD	hash://md5/a74d31b431612e0b581b8226f94a3803	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13418070	https://doi.org/10.5281/zenodo.13418070	hash://md5/227956d1913ee55e460af32b7a18de13
Bonn	01/2004	Bats and the emerging threat of rabies	The Lancet Infectious Diseases	journalArticle	4	1	8	10.1016/S1473-3099(03)00882-X	https://www.zotero.org/groups/bat_literature_project/items/F797TQZT	https://api.zotero.org/groups/5435545/items/26ER9YSM	hash://md5/c456317e21a3786677116f71c0dc551e	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13514960	https://doi.org/10.5281/zenodo.13514960	hash://md5/227956d1913ee55e460af32b7a18de13
Bezerra | Escarlate-Tavares | Marinho-Filho	06/2005	First record of Thyroptera discifera (Chiroptera: Thyropteridae) in the Cerrado of Central Brazil	Acta Chiropterologica	journalArticle	7	1	165-170	10.3161/1733-5329(2005)7[165:FROTDC]2.0.CO;2	https://www.zotero.org/groups/bat_literature_project/items/EW3QPIC3	https://api.zotero.org/groups/5435545/items/26HIKLZC	hash://md5/6d831854e3388f5135f094802a2fe911	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13520459	https://doi.org/10.5281/zenodo.13520459	hash://md5/227956d1913ee55e460af32b7a18de13
Dressler | Mutschlechner | Li | Kapitza | Ripperger | Eibel | Herzog | Hönig | Schröder-Preikschat	2016-03-21	Monitoring Bats in the Wild: On Using Erasure Codes for Energy-Efficient Wireless Sensor Networks	ACM Transactions on Sensor Networks	journalArticle	12	1	1-29	10.1145/2875426	https://www.zotero.org/groups/bat_literature_project/items/LEC5PQLN	https://api.zotero.org/groups/5435545/items/26IB6TUQ	hash://md5/9b202d76e0e9ccb4bd8abbb248d9ac06	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13457344	https://doi.org/10.5281/zenodo.13457344	hash://md5/227956d1913ee55e460af32b7a18de13
 | Lisón | A. | Calvo | 	06/2014	Preferencia de hábitat del murciélago hortelano meridional Eptesicus isabellinus (Temminck, 1840) en ambientes mediterráneos semiáridos	Animal Biodiversity and Conservation	journalArticle	37	1	59-67	10.32800/abc.2014.37.0059	https://www.zotero.org/groups/bat_literature_project/items/KIBY8C9R	https://api.zotero.org/groups/5435545/items/26IXJRDM	hash://md5/e44d8151d7077aab9d81c42e3cddc4f0	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13454472	https://doi.org/10.5281/zenodo.13454472	hash://md5/227956d1913ee55e460af32b7a18de13
Kaur | Srinivasulu | Shah | Devender | Srinivasulu	2017-12-01	Updates on the distribution of the Cantor&rsquo;s Leaf-nosed Bat,&nbsp;Hipposideros galeritus Cantor, 1846 (Chiroptera, Hipposideridae):&nbsp;new records from peninsular India	Check List	journalArticle	13	6	909-912	10.15560/13.6.909	https://www.zotero.org/groups/bat_literature_project/items/4T6FXBB2	https://api.zotero.org/groups/5435545/items/26L6HSJR	hash://md5/99fe5d49d9d193f70b17f043f4792751	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13466811	https://doi.org/10.5281/zenodo.13466811	hash://md5/227956d1913ee55e460af32b7a18de13
Kryštufek	06/2005	Distributional status of the Indian flying fox Pteropus giganteus in Sri Lanka	Acta Chiropterologica	journalArticle	7	1	174-178	10.3161/1733-5329(2005)7[174:DSOTIF]2.0.CO;2	https://www.zotero.org/groups/bat_literature_project/items/PL8DY4WI	https://api.zotero.org/groups/5435545/items/26QGLZ7H	hash://md5/eefb344f6be20435bd133807bf177132	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.13519839	https://doi.org/10.5281/zenodo.13519839	hash://md5/227956d1913ee55e460af32b7a18de13
Alberdi | Aihartza | Albero | Aizpurua | López-Baucells | Freixas | Puig | Flaquer | Garin	2012-01-01	First records of the parti-coloured bat _Vespertilio murinus_ (Chiroptera: Vespertilionidae) in the Pyrenees	Mammalia	journalArticle	76	1	109-111	10.1515/MAMM.2011.106	https://www.zotero.org/groups/bat_literature_project/items/D3TNMTWB	https://api.zotero.org/groups/5435545/items/26RD86TV	hash://md5/e7b0782e5052b75f4a41a043a8317b6c	hash://md5/1cda41b660daf15c156f1e4cabf8c6f5	10.5281/zenodo.18024649	https://doi.org/10.5281/zenodo.18024649	hash://md5/227956d1913ee55e460af32b7a18de13
